Domain Code,Domain_x,Area Code,Area,Element Code,Element_x,Item Code,Item_x,Year,Unit_x,yield,average_rain_fall_mm_per_year,Domain_y,Element_y,Item_y,Unit_y,pesticides_tonnes,avg_temp
QC,Crops,29,17,5419,Yield,236,6,1991,hg/ha,10000,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,92.08,20.97
QC,Crops,29,17,5419,Yield,122,7,1991,hg/ha,64810,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,92.08,20.97
QC,Crops,29,17,5419,Yield,15,8,1991,hg/ha,7333,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,92.08,20.97
QC,Crops,29,17,5419,Yield,137,9,1991,hg/ha,55714,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,92.08,20.97
QC,Crops,29,17,5419,Yield,125,0,1992,hg/ha,92046,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,92.08,21.31
QC,Crops,29,17,5419,Yield,56,1,1992,hg/ha,14218,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,92.08,21.31
QC,Crops,29,17,5419,Yield,116,3,1992,hg/ha,33357,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,92.08,21.31
QC,Crops,29,17,5419,Yield,27,4,1992,hg/ha,31077,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,92.08,21.31
QC,Crops,29,17,5419,Yield,83,5,1992,hg/ha,11517,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,92.08,21.31
QC,Crops,29,17,5419,Yield,236,6,1992,hg/ha,8943,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,92.08,21.31
QC,Crops,29,17,5419,Yield,122,7,1992,hg/ha,63418,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,92.08,21.31
QC,Crops,29,17,5419,Yield,15,8,1992,hg/ha,7120,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,92.08,21.31
QC,Crops,29,17,5419,Yield,137,9,1992,hg/ha,55479,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,92.08,21.31
QC,Crops,29,17,5419,Yield,125,0,1993,hg/ha,90264,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,96.99,21.17
QC,Crops,29,17,5419,Yield,56,1,1993,hg/ha,14342,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,96.99,21.17
QC,Crops,29,17,5419,Yield,116,3,1993,hg/ha,28125,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,96.99,21.17
QC,Crops,29,17,5419,Yield,27,4,1993,hg/ha,31398,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,96.99,21.17
QC,Crops,29,17,5419,Yield,83,5,1993,hg/ha,11259,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,96.99,21.17
QC,Crops,29,17,5419,Yield,236,6,1993,hg/ha,8694,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,96.99,21.17
QC,Crops,29,17,5419,Yield,122,7,1993,hg/ha,64762,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,96.99,21.17
QC,Crops,29,17,5419,Yield,15,8,1993,hg/ha,7748,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,96.99,21.17
QC,Crops,29,17,5419,Yield,137,9,1993,hg/ha,55547,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,96.99,21.17
QC,Crops,29,17,5419,Yield,125,0,1994,hg/ha,87884,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,84.45,21.25
QC,Crops,29,17,5419,Yield,56,1,1994,hg/ha,12276,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,84.45,21.25
QC,Crops,29,17,5419,Yield,116,3,1994,hg/ha,29453,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,84.45,21.25
QC,Crops,29,17,5419,Yield,27,4,1994,hg/ha,31099,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,84.45,21.25
QC,Crops,29,17,5419,Yield,83,5,1994,hg/ha,9938,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,84.45,21.25
QC,Crops,29,17,5419,Yield,236,6,1994,hg/ha,8000,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,84.45,21.25
QC,Crops,29,17,5419,Yield,122,7,1994,hg/ha,60149,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,84.45,21.25
QC,Crops,29,17,5419,Yield,15,8,1994,hg/ha,8824,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,84.45,21.25
QC,Crops,29,17,5419,Yield,137,9,1994,hg/ha,55734,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,84.45,21.25
QC,Crops,29,17,5419,Yield,125,0,1995,hg/ha,86870,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,144.2,21.55
QC,Crops,29,17,5419,Yield,56,1,1995,hg/ha,12752,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,144.2,21.55
QC,Crops,29,17,5419,Yield,116,3,1995,hg/ha,29691,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,144.2,21.55
QC,Crops,29,17,5419,Yield,27,4,1995,hg/ha,26819,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,144.2,21.55
QC,Crops,29,17,5419,Yield,83,5,1995,hg/ha,13168,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,144.2,21.55
QC,Crops,29,17,5419,Yield,236,6,1995,hg/ha,8368,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,144.2,21.55
QC,Crops,29,17,5419,Yield,122,7,1995,hg/ha,61230,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,144.2,21.55
QC,Crops,29,17,5419,Yield,15,8,1995,hg/ha,7440,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,144.2,21.55
QC,Crops,29,17,5419,Yield,137,9,1995,hg/ha,55955,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,144.2,21.55
QC,Crops,29,17,5419,Yield,125,0,1996,hg/ha,85779,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,207.1,21.18
QC,Crops,29,17,5419,Yield,56,1,1996,hg/ha,13133,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,207.1,21.18
QC,Crops,29,17,5419,Yield,116,3,1996,hg/ha,28825,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,207.1,21.18
QC,Crops,29,17,5419,Yield,27,4,1996,hg/ha,27873,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,207.1,21.18
QC,Crops,29,17,5419,Yield,83,5,1996,hg/ha,13206,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,207.1,21.18
QC,Crops,29,17,5419,Yield,236,6,1996,hg/ha,8305,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,207.1,21.18
QC,Crops,29,17,5419,Yield,122,7,1996,hg/ha,62061,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,207.1,21.18
QC,Crops,29,17,5419,Yield,15,8,1996,hg/ha,7728,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,207.1,21.18
QC,Crops,29,17,5419,Yield,137,9,1996,hg/ha,56264,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,207.1,21.18
QC,Crops,29,17,5419,Yield,125,0,1997,hg/ha,86182,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,117.56,21.51
QC,Crops,29,17,5419,Yield,56,1,1997,hg/ha,12608,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,117.56,21.51
QC,Crops,29,17,5419,Yield,116,3,1997,hg/ha,32397,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,117.56,21.51
QC,Crops,29,17,5419,Yield,27,4,1997,hg/ha,32551,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,117.56,21.51
QC,Crops,29,17,5419,Yield,83,5,1997,hg/ha,12401,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,117.56,21.51
QC,Crops,29,17,5419,Yield,236,6,1997,hg/ha,8282,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,117.56,21.51
QC,Crops,29,17,5419,Yield,122,7,1997,hg/ha,61879,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,117.56,21.51
QC,Crops,29,17,5419,Yield,15,8,1997,hg/ha,7742,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,117.56,21.51
QC,Crops,29,17,5419,Yield,137,9,1997,hg/ha,56226,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,117.56,21.51
QC,Crops,29,17,5419,Yield,125,0,1998,hg/ha,88820,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,107.29,21.56
QC,Crops,29,17,5419,Yield,56,1,1998,hg/ha,11463,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,107.29,21.56
QC,Crops,29,17,5419,Yield,116,3,1998,hg/ha,25950,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,107.29,21.56
QC,Crops,29,17,5419,Yield,27,4,1998,hg/ha,29927,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,107.29,21.56
QC,Crops,29,17,5419,Yield,83,5,1998,hg/ha,12487,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,107.29,21.56
QC,Crops,29,17,5419,Yield,236,6,1998,hg/ha,8000,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,107.29,21.56
QC,Crops,29,17,5419,Yield,122,7,1998,hg/ha,59048,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,107.29,21.56
QC,Crops,29,17,5419,Yield,15,8,1998,hg/ha,8148,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,107.29,21.56
QC,Crops,29,17,5419,Yield,137,9,1998,hg/ha,56668,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,107.29,21.56
QC,Crops,29,17,5419,Yield,125,0,1999,hg/ha,88212,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,150.24,21.01
QC,Crops,29,17,5419,Yield,56,1,1999,hg/ha,11192,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,150.24,21.01
QC,Crops,29,17,5419,Yield,116,3,1999,hg/ha,24393,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,150.24,21.01
QC,Crops,29,17,5419,Yield,27,4,1999,hg/ha,32572,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,150.24,21.01
QC,Crops,29,17,5419,Yield,83,5,1999,hg/ha,11998,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,150.24,21.01
QC,Crops,29,17,5419,Yield,236,6,1999,hg/ha,7778,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,150.24,21.01
QC,Crops,29,17,5419,Yield,122,7,1999,hg/ha,65551,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,150.24,21.01
QC,Crops,29,17,5419,Yield,15,8,1999,hg/ha,7085,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,150.24,21.01
QC,Crops,29,17,5419,Yield,137,9,1999,hg/ha,58009,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,150.24,21.01
QC,Crops,29,17,5419,Yield,125,0,2000,hg/ha,89953,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,109.87,21.32
QC,Crops,29,17,5419,Yield,56,1,2000,hg/ha,10521,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,109.87,21.32
QC,Crops,29,17,5419,Yield,116,3,2000,hg/ha,25242,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,109.87,21.32
QC,Crops,29,17,5419,Yield,27,4,2000,hg/ha,30399,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,109.87,21.32
QC,Crops,29,17,5419,Yield,83,5,2000,hg/ha,12132,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,109.87,21.32
QC,Crops,29,17,5419,Yield,236,6,2000,hg/ha,7273,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,109.87,21.32
QC,Crops,29,17,5419,Yield,122,7,2000,hg/ha,62489,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,109.87,21.32
QC,Crops,29,17,5419,Yield,15,8,2000,hg/ha,6774,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,109.87,21.32
QC,Crops,29,17,5419,Yield,137,9,2000,hg/ha,60175,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,109.87,21.32
QC,Crops,29,17,5419,Yield,125,0,2001,hg/ha,89591,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,72.56,21.24
QC,Crops,29,17,5419,Yield,56,1,2001,hg/ha,10817,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,72.56,21.24
QC,Crops,29,17,5419,Yield,116,3,2001,hg/ha,25757,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,72.56,21.24
QC,Crops,29,17,5419,Yield,27,4,2001,hg/ha,32063,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,72.56,21.24
QC,Crops,29,17,5419,Yield,83,5,2001,hg/ha,12559,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,72.56,21.24
QC,Crops,29,17,5419,Yield,236,6,2001,hg/ha,7500,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,72.56,21.24
QC,Crops,29,17,5419,Yield,122,7,2001,hg/ha,65072,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,72.56,21.24
QC,Crops,29,17,5419,Yield,15,8,2001,hg/ha,8667,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,72.56,21.24
QC,Crops,29,17,5419,Yield,137,9,2001,hg/ha,58376,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,72.56,21.24
QC,Crops,29,17,5419,Yield,125,0,2002,hg/ha,91456,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,98.1,21.45
QC,Crops,29,17,5419,Yield,56,1,2002,hg/ha,10931,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,98.1,21.45
QC,Crops,29,17,5419,Yield,116,3,2002,hg/ha,26760,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,98.1,21.45
QC,Crops,29,17,5419,Yield,27,4,2002,hg/ha,32629,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,98.1,21.45
QC,Crops,29,17,5419,Yield,83,5,2002,hg/ha,12850,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,98.1,21.45
QC,Crops,29,17,5419,Yield,236,6,2002,hg/ha,7500,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,98.1,21.45
QC,Crops,29,17,5419,Yield,122,7,2002,hg/ha,67215,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,98.1,21.45
QC,Crops,29,17,5419,Yield,15,8,2002,hg/ha,8290,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,98.1,21.45
QC,Crops,29,17,5419,Yield,137,9,2002,hg/ha,58376,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,98.1,21.45
QC,Crops,29,17,5419,Yield,125,0,2004,hg/ha,79083,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,508.26,21.71
QC,Crops,29,17,5419,Yield,56,1,2004,hg/ha,10807,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,508.26,21.71
QC,Crops,29,17,5419,Yield,116,3,2004,hg/ha,28732,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,508.26,21.71
QC,Crops,29,17,5419,Yield,27,4,2004,hg/ha,32924,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,508.26,21.71
QC,Crops,29,17,5419,Yield,83,5,2004,hg/ha,13486,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,508.26,21.71
QC,Crops,29,17,5419,Yield,236,6,2004,hg/ha,7500,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,508.26,21.71
QC,Crops,29,17,5419,Yield,122,7,2004,hg/ha,66752,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,508.26,21.71
QC,Crops,29,17,5419,Yield,15,8,2004,hg/ha,8326,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,508.26,21.71
QC,Crops,29,17,5419,Yield,137,9,2004,hg/ha,55067,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,508.26,21.71
QC,Crops,29,17,5419,Yield,125,0,2005,hg/ha,75230,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,304.83,22.29
QC,Crops,29,17,5419,Yield,56,1,2005,hg/ha,10833,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,304.83,22.29
QC,Crops,29,17,5419,Yield,116,3,2005,hg/ha,25483,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,304.83,22.29
QC,Crops,29,17,5419,Yield,27,4,2005,hg/ha,34144,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,304.83,22.29
QC,Crops,29,17,5419,Yield,83,5,2005,hg/ha,14042,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,304.83,22.29
QC,Crops,29,17,5419,Yield,236,6,2005,hg/ha,7778,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,304.83,22.29
QC,Crops,29,17,5419,Yield,122,7,2005,hg/ha,65368,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,304.83,22.29
QC,Crops,29,17,5419,Yield,15,8,2005,hg/ha,7387,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,304.83,22.29
QC,Crops,29,17,5419,Yield,137,9,2005,hg/ha,52836,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,304.83,22.29
QC,Crops,29,17,5419,Yield,125,0,2006,hg/ha,87864,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,190.51,21.83
QC,Crops,29,17,5419,Yield,56,1,2006,hg/ha,10159,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,190.51,21.83
QC,Crops,29,17,5419,Yield,116,3,2006,hg/ha,26176,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,190.51,21.83
QC,Crops,29,17,5419,Yield,27,4,2006,hg/ha,33322,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,190.51,21.83
QC,Crops,29,17,5419,Yield,83,5,2006,hg/ha,12654,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,190.51,21.83
QC,Crops,29,17,5419,Yield,236,6,2006,hg/ha,7895,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,190.51,21.83
QC,Crops,29,17,5419,Yield,122,7,2006,hg/ha,66985,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,190.51,21.83
QC,Crops,29,17,5419,Yield,15,8,2006,hg/ha,8007,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,190.51,21.83
QC,Crops,29,17,5419,Yield,137,9,2006,hg/ha,56615,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,190.51,21.83
QC,Crops,29,17,5419,Yield,125,0,2007,hg/ha,87275,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,412.66,21.28
QC,Crops,29,17,5419,Yield,56,1,2007,hg/ha,10244,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,412.66,21.28
QC,Crops,29,17,5419,Yield,116,3,2007,hg/ha,34521,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,412.66,21.28
QC,Crops,29,17,5419,Yield,27,4,2007,hg/ha,33767,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,412.66,21.28
QC,Crops,29,17,5419,Yield,83,5,2007,hg/ha,12964,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,412.66,21.28
QC,Crops,29,17,5419,Yield,236,6,2007,hg/ha,7750,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,412.66,21.28
QC,Crops,29,17,5419,Yield,122,7,2007,hg/ha,66692,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,412.66,21.28
QC,Crops,29,17,5419,Yield,15,8,2007,hg/ha,8407,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,412.66,21.28
QC,Crops,29,17,5419,Yield,137,9,2007,hg/ha,57103,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,412.66,21.28
QC,Crops,29,17,5419,Yield,125,0,2008,hg/ha,64718,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,456.44,21.29
QC,Crops,29,17,5419,Yield,56,1,2008,hg/ha,10041,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,456.44,21.29
QC,Crops,29,17,5419,Yield,116,3,2008,hg/ha,26273,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,456.44,21.29
QC,Crops,29,17,5419,Yield,27,4,2008,hg/ha,32203,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,456.44,21.29
QC,Crops,29,17,5419,Yield,83,5,2008,hg/ha,12874,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,456.44,21.29
QC,Crops,29,17,5419,Yield,236,6,2008,hg/ha,7683,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,456.44,21.29
QC,Crops,29,17,5419,Yield,122,7,2008,hg/ha,65947,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,456.44,21.29
QC,Crops,29,17,5419,Yield,15,8,2008,hg/ha,8431,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,456.44,21.29
QC,Crops,29,17,5419,Yield,137,9,2008,hg/ha,57869,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,456.44,21.29
QC,Crops,29,17,5419,Yield,125,0,2009,hg/ha,41867,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,177.75,21.42
QC,Crops,29,17,5419,Yield,56,1,2009,hg/ha,10032,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,177.75,21.42
QC,Crops,29,17,5419,Yield,116,3,2009,hg/ha,27711,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,177.75,21.42
QC,Crops,29,17,5419,Yield,27,4,2009,hg/ha,32680,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,177.75,21.42
QC,Crops,29,17,5419,Yield,83,5,2009,hg/ha,12885,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,177.75,21.42
QC,Crops,29,17,5419,Yield,236,6,2009,hg/ha,7619,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,177.75,21.42
QC,Crops,29,17,5419,Yield,122,7,2009,hg/ha,67125,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,177.75,21.42
QC,Crops,29,17,5419,Yield,15,8,2009,hg/ha,8583,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,177.75,21.42
QC,Crops,29,17,5419,Yield,137,9,2009,hg/ha,55000,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,177.75,21.42
QC,Crops,29,17,5419,Yield,125,0,2010,hg/ha,40629,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,264.53,21.75
QC,Crops,29,17,5419,Yield,56,1,2010,hg/ha,10511,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,264.53,21.75
QC,Crops,29,17,5419,Yield,116,3,2010,hg/ha,42521,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,264.53,21.75
QC,Crops,29,17,5419,Yield,27,4,2010,hg/ha,28268,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,264.53,21.75
QC,Crops,29,17,5419,Yield,83,5,2010,hg/ha,10701,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,264.53,21.75
QC,Crops,29,17,5419,Yield,236,6,2010,hg/ha,7752,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,264.53,21.75
QC,Crops,29,17,5419,Yield,122,7,2010,hg/ha,77508,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,264.53,21.75
QC,Crops,29,17,5419,Yield,15,8,2010,hg/ha,7393,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,264.53,21.75
QC,Crops,29,17,5419,Yield,137,9,2010,hg/ha,64079,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,264.53,21.75
QC,Crops,29,17,5419,Yield,125,0,2011,hg/ha,39948,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,75.64,21.23
QC,Crops,29,17,5419,Yield,56,1,2011,hg/ha,11023,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,75.64,21.23
QC,Crops,29,17,5419,Yield,116,3,2011,hg/ha,45493,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,75.64,21.23
QC,Crops,29,17,5419,Yield,27,4,2011,hg/ha,26876,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,75.64,21.23
QC,Crops,29,17,5419,Yield,83,5,2011,hg/ha,8205,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,75.64,21.23
QC,Crops,29,17,5419,Yield,236,6,2011,hg/ha,7764,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,75.64,21.23
QC,Crops,29,17,5419,Yield,122,7,2011,hg/ha,78801,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,75.64,21.23
QC,Crops,29,17,5419,Yield,15,8,2011,hg/ha,7129,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,75.64,21.23
QC,Crops,29,17,5419,Yield,137,9,2011,hg/ha,68989,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,75.64,21.23
QC,Crops,29,17,5419,Yield,125,0,2012,hg/ha,42092,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,98.59,21.44
QC,Crops,29,17,5419,Yield,56,1,2012,hg/ha,11763,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,98.59,21.44
QC,Crops,29,17,5419,Yield,116,3,2012,hg/ha,31165,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,98.59,21.44
QC,Crops,29,17,5419,Yield,27,4,2012,hg/ha,21041,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,98.59,21.44
QC,Crops,29,17,5419,Yield,83,5,2012,hg/ha,5890,1274.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,98.59,21.44
